"Linguistic trait","LinguistictraitID","Linguistic components"
"xàpuvi","75797",""
"zìməmi","75796",""
"Iskrica 3: 98","75795",""
"Iskrica 3: 97","75794",""
"zəhrànim","75793",""
"метил","75792",""
"захранвам","75791",""
"Iskrica 3: 96","75790",""
"zəxrànvəme","75789",""
"mitìlə","75788",""
"bulestɤ̀","75787",""
"Iskrica 3: 95","75786",""
"lekùvali","75785",""
"pəsèš","75783",""
"Iskrica 3: 94","75784",""
"Iskrica 3: 93","75782",""
"denɤ̀","75781",""
"Iskrica 3: 92","75780",""
"n’àməši","75779",""
"pəs’àhme̝","75778",""
"puftàr’ə","75777",""
"Iskrica 3: 91","75776",""
"sɤ̀štə","75775",""
"ležɤ̀t","75774",""
"Iskrica 3: 90","75773",""
"l’àgəme","75772",""
"Iskrica 3: 89","75771",""
"slɤ̀ncitu","75770",""
"nəpečè","75769",""
"səbà:ləm","75768",""
"Iskrica 3: 88","75767",""
"зайдувам","75766",""
"Iskrica 3: 87","75765",""
"zàjduvə","75764",""
"Iskrica 3: 86","75763",""
"Iskrica 3: 85","75762",""
"kìselu","75761",""
"sìrni","75760",""
"Iskrica 3: 84","75759",""
"Iskrica 3: 83","75758",""
"udbìvəme̝","75757",""
"Iskrica 3: 82","75756",""
"Iskrica 3: 81","75755",""
"Iskrica 3: 80","75754",""
"pudir","75753",""
"səmò","75752",""
"съвзема","75751",""
"Iskrica 3: 79","75750",""
"səvzèmi","75749",""
"подсиля","75748",""
"Iskrica 3: 78","75747",""
"putsìlim","75746",""
"ləžìčkə","75745",""
"помъча","75744",""
"Iskrica 3: 77","75743",""
"pun’àu","75742",""
"pumɤ̀čim","75741",""
"омърлуша","75740",""
"Iskrica 3: 76","75739",""
"umərlùšeni","75738",""
"хубавичък","75737",""
"Iskrica 3: 75","75736",""
"xùbəvičku","75735",""
"zəsùči","75734",""
"nəprèd","75733",""
"sùči","75731",""
"Iskrica 3: 74","75732",""
"àgnitu","75730",""
"dèm","75729",""
"наблюдавам","75728",""
"Iskrica 3: 73","75727",""
"pumògnem","75726",""
"nəbl’udàvəme̝","75725",""
"омърля","75724",""
"uàgni","75722",""
"Iskrica 3: 72","75723",""
"umɤ̀rlenə","75721",""
"dàttə","75720",""
"Iskrica 3: 71","75718",""
"ufcà	[nid:36020]","75717",""
"fs’àkə","75716",""
"àgni","75715",""
"pòčni","75714",""
"cìgancki pèčki i vìkəme","75713",""
"Iskrica 3: 70","75712",""
"Iskrica 3: 69","75711",""
"ìzmesà gu","75710",""
"dvè trì","75709",""
"Iskrica 3: 68","75708",""
"ràbut","75707",""
"təkɤ̀və","75706",""
"xòd’ət","75705",""
"Iskrica 3: 67","75704",""
"nòšni","75703",""
"təkìi","75702",""
"n’aməše̥","75701",""
"mrɤ̀kni","75700",""
"Iskrica 3: 66","75699",""
"rəčenìci","75698",""
"Iskrica 3: 65","75697",""
"Iskrica 3: 64","75696",""
"iskàrvət","75695",""
"pəstìr’ə","75694",""
"ufčàr’ə","75692",""
"Iskrica 3: 63","75693",""
"čubà","75691",""
"Iskrica 3: 62","75690",""
"Iskrica 3: 61","75689",""
"Iskrica 3: 60","75688",""
"visilbà","75687",""
"vičirtɤ̀","75686",""
"igràeše","75685",""
"манц","75684",""
"танц","75683",""
"Iskrica 3: 59","75682",""
"prài","75681",""
"rəčinìci","75680",""
"mànci","75679",""
"tànci","75678",""
"Iskrica 3: 58","75677",""
"təncùvəne","75676",""
"svìr’ət","75675",""
"visilbìti","75673",""
"Iskrica 3: 57","75674",""
"xàpnət","75672",""
"Iskrica 3: 56","75671",""
"upèi","75670",""
"zəpìsənu","75668",""
"Iskrica 3: 55","75669",""
"Iskrica d","75667",""
"Iskrica 3: 54","75666",""
"pərčè","75665",""
"up’àvə","75663",""
"Iskrica 3: 52","75664",""
"mìni","75662",""
"àgnetə","75661",""
"c’àl:te","75660",""
"Iskrica 3: 51","75659",""
"Iskrica 3: 50","75658",""
"səbìrə:me̝","75657",""
"зашия","75656",""
"Iskrica 3: 49","75655",""
"upičè","75654",""
"slàgəə","75653",""
"zəšìjəd","75652",""
"перце","75651",""
"Iskrica 3: 48","75650",""
"percà","75649",""
"Iskrica 3: 47","75648",""
"rəzlìčni","75647",""
"pɤ̀lnea","75646",""
"дреболия","75645",""
"Iskrica 3: 46","75644",""
"drebulìiti","75643",""
"izvàd’əd","75642",""
"uderɤ̀t","75641",""
"àgnetu","75640",""
"nəpɤ̀ln’ət","75639",""
"zberɤ̀t","75637",""
"Iskrica 3: 45","75638",""
"kumšìi","75636",""
"n’àkulku","75635",""
"s’èlski","75634",""
"si zàmesa","75633",""
"отвод","75632",""
"Iskrica 3: 44","75631",""
"pečàə","75630",""
"otvòd","75629",""
"pràəd","75628",""
"zəkòl’əd","75627",""
"sme pravìli","75626",""
"Iskrica 3: 43","75625",""
"gul’àmiti","75624",""
"bràtt’ə","75623",""
"bànicà le","75622",""
"ja aff s0 pal1 /ə/","75621","CONDITIONS →›ⓜ Morpheme Type›affix, CONDITIONS →›ⓟ Palatalizing Environment›palatalizing environment, CONDITIONS →›ⓢ Stress›unstressed, Phonology →›Vowels →›Historical Slavic Vowels →›jotated /a/ ⓜ ⓢ ⓟ ℝ, REALIZATIONS →/as/›/ə/"
"Iskrica 3: 42","75620",""
"xùbəvutu","75619",""
"sèl’ənite","75618",""
"Iskrica 3: 41","75617",""
"àgənce","75616",""
"kòledə","75615",""
"Iskrica 3: 40","75614",""
"àgəncàtə","75613",""
"Iskrica 3: 39","75612",""
"Iskrica 3: 38","75611",""
"àgn’ət","75610",""
"условие","75609",""
"vèče̝","75607",""
"Iskrica 3: 37","75608",""
"zəplòd’ət","75606",""
"uslòvia","75605",""
"Iskrica 3: 36","75604",""
"февруари","75603",""
"Iskrica 3: 35","75602",""
"fevruàri","75601",""
"uàgn’ət","75600",""
"мърля","75599",""
"zəplòdɤt","75597",""
"Iskrica 3: 35","75598",""
"mɤ̀rl’ət","75596",""
"pùskəme","75595",""
"Iskrica 3: 33","75594",""
"stàə","75593",""
"pitkòvden","75592",""
"коч","75591",""
"Iskrica 3: 32","75590",""
"utlɤ̀kəni","75589",""
"udlɤ̀ča:me","75588",""
"kòčuviti","75587",""
"pàze:me","75586",""
"Iskrica 3: 31","75585",""
"Iskrica 3: 30","75584",""
"izl’èjə","75583",""
"smen’ɤ̀t","75581",""
"Iskrica 3: 29","75582",""
"žènin","75580",""
"màlkijə","75579",""
"žèneni","75577",""
"Iskrica 3: 28","75578",""
"gulèmiti","75576",""
"Iskrica 3: 27","75575",""
"rčèm","75574",""
"n’àkvu","75573",""
"preublìčəm","75572",""
"Iskrica 3: 26","75571",""
"Iskrica 3: 25","75570",""
"l’ab","75569",""
"ufcète̝","75568",""
"запролетя","75567",""
"Iskrica 3: 24","75566",""
"kušàrətə","75565",""
"zəpruletì","75564",""
"Iskrica 3: 23","75563",""
"kušàrə","75562",""
"səjà","75561",""
"Iskrica 3: 22","75560",""
"nəpràia","75559",""
"Iskrica 3: 21","75558",""
"pəs’àhme","75557",""
"Iskrica 3: 20","75556",""
"kumšìiti","75555",""
"pəsɛ̀h","75554",""
"pəsɤ̀","75553",""
"pòčna:","75551",""
"Iskrica 3: 19","75552",""
"Iskrica 3: 18","75550",""
"žuvòtnite","75549",""
"merəklìjə","75548",""
"Iskrica 3: 17","75547",""
"Iskrica 3: 16","75546",""
"pràa","75545",""
"zəvɤ̀rših","75544",""
"чобанлък","75543",""
"zəvɤ̀rši","75541",""
"Iskrica 3: 15","75542",""
"čubənlɤ̀kə","75540",""
"inɤ̀ta","75539",""
"Iskrica 3: 14","75538",""
"stɤ̀mni","75537",""
"Iskrica 3: 13","75536",""
"jàgəncàtə","75535",""
"s’èloto","75534",""
"Iskrica 3: 12","75533",""
"pul’ànətə","75532",""
"àgneatə","75530",""
"Iskrica 3: 11","75531",""
"pribirèm","75529",""
"Iskrica 3: 10","75528",""
"uglədn’àvət","75527",""
"àgneàtə","75526",""
"òbet","75524",""
"Iskrica 3: 9","75525",""
"čàkəə","75523",""
"мара","75522",""
"bèši̥","75520",""
"Iskrica 3: 8","75521",""
"àgneàta","75519",""
"màjkiti","75518",""
"mərìti","75517",""
"zəbìrəme̝","75516",""
"fnas root s1 postj0 /ɤ/","75515","CONDITIONS →›ⓙ Postalveolars & /j/›not after postalveolar or /j/, CONDITIONS →›ⓜ Morpheme Type›root, CONDITIONS →›ⓢ Stress›stressed, Phonology →›Vowels →›Historical Slavic Vowels →›front nasal ⓜ ⓢ ⓙ ℝ, REALIZATIONS →/as/›/ɤ/"
"Iskrica 3: 7","75514",""
"rɤ̀t","75513",""
"ufcèti","75512",""
"Iskrica 3: 6","75511",""
"Iskrica 3: 5","75510",""
"učilìšto","75509",""
"xòdeh","75508",""
"Iskrica 3: 4","75507",""
"utìdaa","75506",""
"səmìčək","75505",""
"màlkija","75503",""
"Iskrica 3: 3","75504",""
"pərčètə","75502",""
"bràduve","75500",""
"Iskrica 3: 2","75501",""
"b’à:me","75499",""
"detìnstvu","75498",""
"Iskrica 3: 1","75497",""
"Iskrica 2: 66","75496",""
"zimàh","75495",""
"храница","75494",""
"mə","75492",""
"Iskrica 2: 65","75493",""
"ùča:f","75491",""
"xranìcə","75490",""
"zimàlə","75488",""
"Iskrica 2: 64","75489",""
"nɤ̀l","75487",""
"pudɤ̀ržə","75486",""
"Iskrica 2: 63","75485",""
"n’àməw","75484",""
"mətemàti̥kə̥tə","75483",""
"предмет","75482",""
"ùčili","75480",""
"Iskrica 2: 62","75481",""
"pridmèti","75479",""
"spòmn’ə","75478",""
"физически","75477",""
"вероучение","75476",""
"математика","75475",""
"fizìčesku","75473",""
"Iskrica 2: 61","75474",""
"trùduvu","75472",""
"v’èruučènie","75471",""
"mətimàtikə","75470",""
"bɤ̀lgərski","75469",""
"ùča:me̝","75468",""
"Iskrica 2: 60","75467",""
"Iskrica 2: 59","75466",""
"červ’èni","75465",""
"kulinàtə","75464",""
"vrèm","75463",""
"čuràpi̥te","75462",""
"b’àxə","75461",""
"kul’enàtə","75459",""
"Iskrica 2: 58","75460",""
"čuràpiti","75458",""
"napràjət","75457",""
"cərùlki","75456",""
"jat end s0 pal1 c0 /ɛ/","75455","CONDITIONS →›ⓒ Affricate /c/›not after /c/, CONDITIONS →›ⓜ Morpheme Type›ending, CONDITIONS →›ⓟ Palatalizing Environment›palatalizing environment, CONDITIONS →›ⓢ Stress›unstressed, Phonology →›Vowels →›Historical Slavic Vowels →›jat ⓜ ⓢ ⓟ ⓒ ℝ, REALIZATIONS →/as/›/ɛ/"
"Iskrica 2: 57","75454",""
"obùfki","75453",""
"òdɛme","75452",""
"Мъдрец","75451",""
"Iskrica 2: 56","75450",""
"mədr’èc","75449",""
"zəvənà:me","75448",""
"Iskrica 2: 55","75447",""
"učilìštu","75446",""
"Iskrica 2: 54","75445",""
"Iskrica 2: 53","75444",""
"dàəme̝","75443",""
"Iskrica 2: 52","75442",""
"rəzvɤ̀rzvame","75441",""
"Iskrica 2: 51","75440",""
"čùlui","75439",""
"pudìre","75438",""
"възтреб","75437",""
"Iskrica 2: 50","75436",""
"d’ènk","75435",""
"n'è","75434",""
"pràilnutu","75433",""
"vɤ̀strep","75432",""
"денк","75431",""
"Iskrica 2: 49","75430",""
"d’ènkuve̝","75429",""
"càreičenə","75428",""
"елпезе","75427",""
"Iskrica 2: 48","75426",""
"vɤ̀rzva:me̝","75425",""
"ilpiz’ètə","75424",""
"kul’àntu̥","75423",""
"Iskrica 2: 47","75422",""
"zəpòčvəme","75421",""
"stàvəme","75420",""
"мъгла","75419",""
"Iskrica 2: 46","75418",""
"zème̝m","75417",""
"məglìti","75416",""
"pàdət","75415",""
"zème̝","75414",""
"Iskrica 2: 45","75413",""
"b’èše̝","75412",""
"Iskrica 2: 44","75411",""
"najlòna","75410",""
"zəvìəd","75409",""
"l’èsnə","75408",""
"seàšnutu","75407",""
"Iskrica 2: 43","75406",""
"nər’àda:me̝","75404",""
"Iskrica 2: 42","75402",""
"nòsime̝","75401",""
"sɤrɤ̀ka","75400",""
"сушина","75399",""
"Iskrica 2: 41","75398",""
"zìməme̝","75397",""
"sùšinə","75396",""
"fnas end s0 postj0 /e̝/","75395","CONDITIONS →›ⓙ Postalveolars & /j/›not after postalveolar or /j/, CONDITIONS →›ⓜ Morpheme Type›ending, CONDITIONS →›ⓢ Stress›unstressed, Phonology →›Vowels →›Historical Slavic Vowels →›front nasal ⓜ ⓢ ⓙ ℝ, REALIZATIONS →/as/›/e̝/"
"brɤs","75394",""
"Iskrica 2: 40","75393",""
"sərɤ̀ci̥ti̥","75392",""
"nər’àdəme","75391",""
"навързвам","75390",""
"skèl’ə","75388",""
"Iskrica 2: 39","75389",""
"nəvɤ̀rzvəme̝","75387",""
"càriičenə","75386",""
"šùmə","75385",""
"sərɤ̀citi","75384",""
"рамка","75383",""
"Iskrica 2: 38","75382",""
"ràmkiti","75381",""
"ràmki","75380",""
"pràəm","75379",""
"Iskrica 2: 37","75378",""
"kənàp","75377",""
"gub’èrki","75376",""
"Iskrica 2: 36","75375",""
"licà","75374",""
"нажълтявам","75373",""
"Iskrica 2: 35","75372",""
"nəžilt’àvə","75371",""
"zəvàne","75370",""
"Iskrica 2: 34","75369",""
"Iskrica 2: 33","75368",""
"Iskrica 2: 32","75367",""
"səd’ɤ̀t","75366",""
"Iskrica 2: 31","75365",""
"səd’àlu","75364",""
"t’ùn","75363",""
"d’ekərə","75362",""
"Iskrica 2: 30","75361",""
"premìnem","75360",""
"Iskrica 2: 29","75359",""
"Iskrica 2: 28","75357",""
"Iskrica 2: 27","75356",""
"bràne̝","75355",""
"zìma:me","75353",""
"Iskrica 2: 26","75354",""
"slàgəme̝","75352",""
"zè:me","75351",""
"Iskrica 2: 25","75350",""
"n’àməše̝","75349",""
"dəl’èč","75348",""
"Iskrica 2: 24","75347",""
"dòjət","75346",""
"Iskrica 2: 23","75345",""
"m’ène̝","75344",""
"Iskrica 2: 22","75343",""
"Iskrica 2: 21","75342",""
"zalèjə","75341",""
"саричка","75340",""
"Iskrica 2: 20","75339",""
"zəlèjə","75338",""
"sərìčkə","75337",""
"nəsəd’à","75336",""
"кобилка","75335",""
"Iskrica 2: 19","75334",""
"kubìlkətə","75333",""
"Iskrica 2: 18","75332",""
"ennò","75331",""
"Iskrica 1: 75","75330",""
"nid’èl’ə","75329",""
"vèč’ər","75328",""
"več’ərtɤ̀","75327",""
"майчин","75326",""
"Iskrica 1: 74","75325",""
"màjčinijə","75324",""
"svàrilə","75323",""
"sɤ̀buttə","75321",""
"Iskrica 1: 73","75322",""
"mòjti","75320",""
"ut’ùvəmi","75319",""
"gd’è","75318",""
"zəbràilə","75316",""
"Iskrica 1: 72","75317",""
"kərvàj","75315",""
"pàj","75314",""
"sikɤ̀rvətə","75313",""
"Iskrica 1: 71","75312",""
"pòvrənki","75311",""
"ot’ùvəme","75310",""
"p’ètəkə","75308",""
"Iskrica 1: 70","75309",""
"hùrkətə̥","75307",""
"запридам","75306",""
"Iskrica 1: 69","75305",""
"kəd’èlkətə","75304",""
"dèverə","75303",""
"zəprìdə","75302",""
"vr’ət’ènu","75301",""
"бубулечка","75300",""
"kəd’èlkə","75298",""
"Iskrica 1: 68","75299",""
"ennà","75297",""
"bubulɤ̀čkə","75296",""
"Iskrica 1: 67","75295",""
"sutr’əntɤ̀","75294",""
"Iskrica 1: 66","75293",""
"bùltu","75292",""
"pund’èlnik","75291",""
"Iskrica 1: 65","75290",""
"Iskrica 1: 64","75289",""
"nəpràš","75288",""
"веселба","75287",""
"veselbà","75285",""
"Iskrica 1: 63","75286",""
"svɤ̀rdzənu","75284",""
"hurò","75282",""
"Iskrica 1: 62","75283",""
"vèč","75281",""
"zəvàtət","75280",""
"mùzikətə","75279",""
"Iskrica 1: 61","75278",""
"umìi","75277",""
"pulèjət","75276",""
"zèt’a","75275",""
"ubrɤ̀snəd","75274",""
"brəsn’èltə","75273",""
"brɤsnèlata","75271",""
"Iskrica 1: 60","75272",""
"pretstavl’àva","75270",""
"стъмни","75269",""
"Iskrica 1: 59","75268",""
"stəmnì","75267",""
"kəndìsət","75266",""
"zəvàt’ət","75265",""
"ədèt’ə","75263",""
"Iskrica 1: 58","75264",""
"zèt’ə","75262",""
"Iskrica 1: 57","75261",""
"brəsnèlata","75260",""
"Iskrica 1: 56","75259",""
"nəs’àdət","75258",""
"kàn’ət","75256",""
"Iskrica 1: 55","75257",""
"tərpèzə","75255",""
"дохаждам","75254",""
"Iskrica 1: 54","75253",""
"duvàdə","75252",""
"bèše̝","75251",""
"Iskrica 1: 53","75250",""
"Iskrica 1: 52","75249",""
"medenìci","75248",""
"kərvài","75247",""
"tərp’èzə","75246",""
"меденик","75245",""
"kərvàjə","75243",""
"Iskrica 1: 51","75244",""
"medenìci̥","75242",""
"Iskrica 1: 50","75241",""
"dɤ̀l","75240",""
"zəbràiw","75239",""
"сабахлен","75238",""
"бръснела","75237",""
"səbàlən","75235",""
"Iskrica 1: 49","75236",""
"brɤsnèltə","75234",""
"vič’ərtɤ̀","75233",""
"gud’èžə","75232",""
"Iskrica 1: 48","75231",""
"Iskrica 1: 47","75230",""
"gl’èdəd","75229",""
"нахвърля","75228",""
"Iskrica 1: 46","75227",""
"nəfɤ̀rgəd","75226",""
"karùci̥ti̥","75225",""
"Iskrica 1: 45","75224",""
"kəm’òni","75223",""
"drèiti","75222",""
"насроча","75221",""
"Iskrica 1: 44","75220",""
"nəsròči","75219",""
"Iskrica 1: 43","75218",""
"mòjo","75217",""
"Iskrica 1: 42","75216",""
"duvèdəə","75215",""
"užèniə","75214",""
"Iskrica 1: 41","75213",""
"svàətə","75212",""
"Iskrica 1: 40","75211",""
"n’ègə","75210",""
"чинка","75209",""
"Iskrica 1: 39","75208",""
"čìnkə","75207",""
"ìdvəli","75205",""
"Iskrica 1: 38","75206",""
"Iskrica 1: 37","75204",""
"ìdvəš","75203",""
"гърмя","75202",""
"Iskrica 1: 36","75201",""
"gɤrm’ɤ̀t","75200",""
"vičèr’ə","75199",""
"честитя","75198",""
"Iskrica 1: 35","75197",""
"užèneti","75196",""
"čestìtət","75195",""
