"Lexeme","LexemeID","Lexical traits","Note"
"Добруджа","63836","",""
"Гачо","63835","",""
"попрекарвам","63834","",""
"изпея","63833","",""
"Осман","63832","",""
"Цариград","63831","",""
"превзема","63830","",""
"Одрин","63829","",""
"откривам","63828","",""
"началник","63827","",""
"грък","63826","",""
"двенадесети","63825","",""
"майкини","63824","",""
"препаратие","63823","folk etymology",""
"изнежа","63822","",""
"изхайтвам","63821","",""
"замазвам","63820","",""
"гипс","63819","",""
"Пишниково","63818","",""
"подковавам","63817","",""
"блато","63816","",""
"лошав","63815","",""
"чумбар","63814","Turkish loan, dialectal lexeme",""
"гуждам","63813","",""
"чекръг","63812","Turkish loan",""
"дера","63811","",""
"отбирам","63810","",""
"тръст","63809","",""
"преработя","63808","",""
"поръчка","63807","",""
"килим","63806","Turkish loan",""
"Айдемир","63805","",""
"хамалогия","63804","",""
"скъсвам","63803","",""
"хатъл","63802","dialectal lexeme",""
"помежду","63801","",""
"Драгомира","63800","",""
"отвара","63799","",""
"сиренце","63798","",""
"козешки","63797","",""
"повтарям","63796","",""
"тукатъйки","63795","dialectal lexeme",""
"елече","63794","",""
"селяндур","63793","",""
"откажа","63792","",""
"срамота","63791","",""
"предене","63790","",""
"дръсам","63789","dialectal lexeme",""
"гардероб","63788","",""
"ракла","63787","Balkan Latin loan",""
"у.къщи","63786","",""
"премятам","63785","",""
"наложа","63784","",""
"кувертюра","63783","",""
"босилек","63782","Greek loan",""
"имиш","63781","Turkish loan, dialectal lexeme",""
"компот","63780","",""
"поканвам","63779","",""
"калесвам","63778","Greek loan",""
"страничен","63777","",""
"тъкмеж","63776","",""
"доколкото","63775","",""
"съгласен","63774","",""
"сгодя","63773","",""
"згодявам","63772","",""
"притеснявам","63771","",""
"гарван","63770","",""
"сврака","63769","",""
"юрдек","63768","Turkish loan, dialectal lexeme",""
"раса","63767","",""
"патица","63766","",""
"юрдечка","63765","dialectal lexeme",""
"остържа","63764","",""
"плъх","63762","",""
"гъбичка","63761","",""
"желва","63760","dialectal lexeme",""
"ерж","63759","dialectal lexeme",""
"сап","63758","Turkish loan, dialectal lexeme",""
"наонодя","63757","",""
"разделям","63756","",""
"боюндрук","63755","Turkish loan, dialectal lexeme",""
"волче","63754","",""
"курник","63753","",""
"ясла","63752","",""
"свезвам","63751","dialectal usage",""
"свежа","63750","dialectal usage",""
"Живков","63749","",""
"Тодор","63748","Greek loan",""
"боллук","63747","Turkish loan, dialectal lexeme",""
"сакул","63746","Greek loan, dialectal lexeme",""
"замитам","63745","",""
"окъртвам","63744","",""
"тикла","63743","Balkan Latin loan",""
"замета","63742","",""
"накълва","63741","dialectal usage",""
"дювен","63740","Turkish loan, dialectal lexeme",""
"дребня","63739","",""
"труптити","63738","",""
"траптити","63737","",""
"завежа","63736","",""
"спадна","63735","",""
"тукурджум","63734","Turkish loan, dialectal lexeme",""
"чаир","63733","Turkish loan, dialectal lexeme",""
"саз","63732","Turkish loan, dialectal lexeme",""
"дваж","63731","",""
"нажъна","63730","",""
"калмуй","63729","dialectal lexeme",""
"яла","63728","dialectal lexeme",""
"йогурт","63727","Turkish loan, dialectal lexeme",""
"отлея","63726","",""
"юфка","63725","Turkish loan",""
"кускус","63724","Turkish loan",""
"хаяр","63723","Turkish loan, dialectal lexeme",""
"турма","63722","dialectal lexeme",""
"кашница","63721","dialectal lexeme",""
"изсуча","63720","",""
"жалка","63719","dialectal lexeme",""
"другак","63718","",""
"сиренке","63717","dialectal lexeme",""
"чопка","63716","dialectal lexeme",""
"баджалък","63715","Turkish loan, dialectal lexeme",""
"възкисвам","63714","",""
"бирас","63713","Turkish loan, dialectal lexeme",""
"твърде","63712","",""
"похлупя","63711","",""
"възкисна","63710","",""
"царевичев","63709","dialectal lexeme",""
"жълт","63708","",""
"смъкна","63707","",""
"мишек","63706","dialectal lexeme",""
"чатал","63705","Turkish loan",""
"башлясам","63704","Turkish loan, dialectal lexeme",""
"разтягам","63703","",""
"след.това","63702","",""
"разтегна","63701","",""
"врътна","63700","",""
"пупчица","63699","dialectal lexeme",""
"спиченка","63698","dialectal lexeme",""
"пупка","63697","dialectal lexeme",""
"предвам","63696","",""
"запреник","63695","dialectal lexeme",""
"къделчица","63694","",""
"къделка","63693","",""
"изтеглям","63692","",""
"завра","63691","",""
"есъй","63690","dialectal lexeme",""
"мучкам","63689","dialectal lexeme",""
"учини","63688","dialectal lexeme",""
"лира","63687","",""
"хинте","63686","dialectal lexeme",""
"дюнюрджия","63685","Turkish loan, dialectal lexeme",""
"хербити","63648","Turkish loan, dialectal lexeme",""
"затегна","63647","",""
"канап","63646","Turkish loan",""
"кроп","63645","",""
"мръдвам","63644","",""
"вървелик","63643","dialectal lexeme",""
"запиначка","63642","dialectal lexeme",""
"заден","63641","",""
"пъстря","63640","",""
"кими","63639","Turkish loan, dialectal lexeme",""
"телевизор","63638","",""
"евелски","63637","dialectal lexeme",""
"шайка","63636","dialectal lexeme",""
"чепка","63635","",""
"дупчица","63634","",""
"масур","63633","Turkish loan",""
"натисна","63632","",""
"скрипъл","63631","dialectal lexeme",""
"скрипълче","63630","dialectal lexeme",""
"кутелак","63629","dialectal lexeme",""
"подножка","63628","",""
"нити","63627","dialectal lexeme",""
"качулка","63626","",""
"фустан","63625","Greek loan",""
"труфилка","63624","Greek loan",""
"адет","63623","Turkish loan",""
"поища","63622","dialectal lexeme",""
"дондурджия","63621","Turkish loan, dialectal lexeme",""
"провождам","63620","",""
"ищевам","63619","dialectal lexeme",""
"отбягвам","63618","",""
"копиле","63617","",""
"башак","63616","Turkish loan, dialectal lexeme",""
"етъй","63615","dialectal lexeme",""
"айлък","63614","Turkish loan, dialectal lexeme",""
"хазър","63613","Turkish loan, dialectal lexeme",""
"олум","63612","Turkish loan, dialectal lexeme",""
"араба","63611","Turkish loan",""
"задена","63610","",""
"арапка","63609","dialectal usage",""
"онкиши","63608","Turkish loan, dialectal lexeme",""
"азам","63607","Turkish loan, dialectal lexeme",""
"меджа","63606","Turkish loan, dialectal lexeme",""
"ушники","63605","dialectal lexeme",""
"другакъв","63604","",""
"закачуля","63603","",""
"фередже","63602","Turkish loan",""
"дюлбен","63601","Turkish loan, dialectal lexeme",""
"абаниев","63600","Turkish loan",""
"кундури","63599","Turkish loan, dialectal lexeme",""
"терлик","63598","Turkish loan",""
"шалвари","63597","Turkish loan",""
"ажит","63596","dialectal lexeme",""
"синки","63593","dialectal lexeme",""
"неса","63592","dialectal lexeme",""
"всичкаде","63588","dialectal lexeme",""
